ticker,quarter,employer,status,visa,title,soc,wage_annual,wage_level,state,positions
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B1 Singapore,Information Technology Project Manager,Information Technology Project Managers,114795,II,CA,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Systems Analyst - III,Computer Systems Analysts,120141,III,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,USER INTERFACE DESIGNER,Web and Digital Interface Designers,83283,II,CT,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,104062,III,CT,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Developer,Computer Programmers,79602,II,DE,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,126256,III,NC,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Business Systems Analyst 2,Computer Systems Analysts,110500,II,NH,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,ARCHITECT,Computer Systems Engineers/Architects,68125,II,FL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Senior Technologist,Software Developers,226138,III,CA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,111966,III,IL,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Project Manager 3,Information Technology Project Managers,133760,III,IL,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,76253,II,RI,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Technical Lead,Information Technology Project Managers,92581,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,115336,III,OH,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,92394,II,NJ,5
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Project Manager L1,Information Technology Project Managers,93538,II,AZ,3
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Domain Consultant 2,Management Analysts,101816,II,NJ,5
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Sr. Mgr. JC45 - Information Technology Project Managers,Information Technology Project Managers,170000,IV,GA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Management Analysts,Management Analysts,113381,III,MN,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,108243,III,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 - Management Analysts,Management Analysts,90230,II,AZ,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Analyst,Computer Systems Analysts,103918,II,NJ,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Test Consultant 3,Software Quality Assurance Analysts and Testers,135795,III,GA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Infrastructure Consultant 2- Web Admin,Web Administrators,62837,II,TN,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Software Developer,Software Developers,160805,III,NJ,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Developer,Computer Programmers,104686,III,NJ,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Security Architect L1,Information Security Analysts,102045,II,OH,3
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Specialist - Software Engineering,Computer Systems Engineers/Architects,92581,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,90501,II,MA,5
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,94682,II,NJ,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Architect,Computer Systems Engineers/Architects,111550,II,WA,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Solutions Architect,Computer Systems Engineers/Architects,127888,II,WA,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Enterprise Architect 3,Computer Systems Engineers/Architects,110157,III,MN,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,107640,III,IL,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,IT Project Managers - IV,Information Technology Project Managers,144310,IV,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,97469,III,OH,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Systems Administrator,Network and Computer Systems Administrators,60174,II,IL,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,142730,IV,NJ,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Technical Specialist,Computer Systems Engineers/Architects,139443,II,CA,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Technical Lead “ ECM,Computer Systems Engineers/Architects,126256,III,NC,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,108243,III,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,ARCHITECT,Computer Systems Engineers/Architects,86798,II,NC,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Applications Consultant 2,Software Developers,106000,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,78749,II,CA,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,77418,II,TX,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Service Delivery Lead L2,Information Technology Project Managers,90210,II,MN,3
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Infrastructure Engineer,Computer Programmers,95514,II,CT,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Domain Consultant 3,Management Analysts,129230,III,NY,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Specialist Programmer,Computer Programmers,77418,II,TX,5
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,DU Head 2 (Market aligned),Information Technology Project Managers,185000,IV,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,126339,IV,CT,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,78520,II,FL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Domain Consultant 2,Management Analysts,75733,II,MI,5
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,76315,II,TX,6
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,130853,II,CA,2
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Program Manager,Information Technology Project Managers,142421,III,IL,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Software Quality Assurance Analyst and Tester,Software Quality Assurance Analysts and Testers,84179,II,CT,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,118310,II,VA,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Engineer/Architect,Computer Systems Engineers/Architects,92582,II,TX,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Analysts,Computer Systems Analysts,103918,II,NY,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Design Lead,Mechanical Engineers,90106,II,IL,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,94682,II,NJ,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Consultant,Computer Systems Engineers/Architects,78186,II,FL,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,111966,III,IL,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Programmers,Computer Programmers,121867,III,NJ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,AD JC40 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,140795,IV,NC,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Design Lead,Mechanical Engineers,90106,II,IL,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,144144,IV,AZ,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,92394,II,DE,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,94682,II,NY,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Programmer/ Developer 2,Computer Programmers,93706,II,IL,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,137821,II,WA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,118456,III,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Digital Solution Specialist,Computer Systems Analysts,104666,III,FL,5
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Applications Consultant 2,Software Developers,118000,II,VA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,158974,IV,NJ,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Data Analyst 2,Data Warehousing Specialists,126400,II,NJ,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Software Developers,Software Developers,100798,II,FL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Infrastructure Consultant 2 - Network and Desktop Support,Network and Computer Systems Administrators,85218,II,GA,5
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,77501,II,MI,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Software Developer - DevOps,Software Developers,194647,II,MA,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Project Lead,Information Technology Project Managers,147389,III,PA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,90605,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,92581,II,TX,5
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,ARCHITECT,Computer Systems Engineers/Architects,94682,II,NJ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,SA JC60 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,84178,II,CT,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,94682,II,NJ,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Software Engineer,Software Developers,109283,II,GA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,84469,II,FL,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Tester,Software Quality Assurance Analysts and Testers,95041,I,WA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,93538,II,AZ,5
INFY,FY2025_Q4,Bean Infosystems LLC,Certified,H-1B,Software Quality Assurance Engineer,Software Quality Assurance Analysts and Testers,82389,II,FL,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Application Developer,Computer Systems Analysts,99840,III,IL,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Test Consultant 3,Software Quality Assurance Analysts and Testers,121829,III,NC,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,77418,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,97469,III,OH,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Infrastructure Consultant 2- Web Admin,Web Administrators,62837,II,TN,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,94682,II,NJ,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,80974,II,TX,5
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Data Scientist,Data Scientists,95000,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Architect - US,Computer Systems Engineers/Architects,118456,III,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,IT Project Managers - IV,Information Technology Project Managers,138486,IV,WI,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,SA JC60 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,77376,II,OH,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Software Developers,Software Developers,135408,III,NC,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Test Manager,Information Technology Project Managers,92581,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,92581,II,TX,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Application Architect L2,Computer Systems Engineers/Architects,181293,III,CA,3
LTIM,FY2025_Q4,LTIMINDTREE Limited,Certified,H-1B,Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,90502,II,MA,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Senior Specialist - Architecture,Software Developers,112424,II,NC,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Business Analyst,Computer Systems Engineers/Architects,97578,II,NJ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,79789,II,MO,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Domain Project Lead 1,Project Management Specialists,102939,II,NY,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Specialist Programmer,Computer Programmers,96637,II,OH,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Project Lead,Information Technology Project Managers,147389,III,GA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,144144,IV,AZ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Sr. Mgr. JC45 - Information Technology Project Managers,Information Technology Project Managers,94869,IV,AR,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Infrastructure Consultant 2- Web Admin,Web Administrators,94952,II,NC,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Engineer/Architect,Computer Systems Engineers/Architects,76254,II,RI,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Software Test Engineer,Software Quality Assurance Analysts and Testers,86924,II,FL,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Software Developers,Software Developers,105977,II,TX,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Systems Administrator,Network and Computer Systems Administrators,89523,II,TN,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,150405,III,CA,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Lead,Computer Programmers,94848,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,DEVELOPER,Computer Programmers,68125,II,AZ,1
MPHASIS,FY2025_Q4,Mphasis Corporation ,Certified,H-1B,Software Programmer II,Computer Programmers,120000,II,TX,1
HCLTECH,FY2025_Q4,HCL GLOBAL SYSTEMS INC,Certified,H-1B,SOFTWARE DEVELOPMENT ENGINEER IN TEST (SDET),Software Developers,113547,II,NC,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,107640,III,IL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,93538,II,AZ,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Lead Analyst - Analytics Technology,Operations Research Analysts,72842,II,AZ,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Software Engineer 3,Software Developers,131000,III,IL,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,126256,III,NC,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Management Analysts,Management Analysts,113381,III,MN,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Lead Analyst - Analytics Technology,Operations Research Analysts,82701,III,GA,5
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Project Lead,Information Technology Project Managers,147389,III,NJ,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Architect - US,Computer Systems Engineers/Architects,108243,III,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Manager - Data Science,Management Analysts,118622,IV,FL,5
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Programmer/ Developer 3,Computer Programmers,112194,III,IL,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Withdrawn,H-1B,"Software Developer, Systems Software",Software Developers,110000,II,GA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,118456,III,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,142771,IV,NJ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,113797,III,NC,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,142771,IV,NJ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Database Administrators,Database Administrators,152110,IV,CA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,155000,IV,PA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,92581,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,118456,III,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Mgr. JC50 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,110198,III,TX,1
